2025/11/29|00:23:39|10
01|12:34:56|05:30|1850|025|2400|125.5|03500|25.2|22.8|+055|+025|+040|+020|-032|-072|-028|-065|100|095|080|12.6|11.8
02|13:57:45|11:40|0000|086|5000|037.5|00405|12.5|00.0|+057|+000|+048|+000|+000|-059|+000|+000|100|000|000|00.0|00.0
03|14:57:26|05:51|0000|084|5696|056.9|00613|12.4|10.6|+060|+035|+041|+038|-025|-064|+000|+000|100|095|000|00.0|00.0
04|15:41:41|04:10|0000|085|4952|031.5|00362|12.5|10.6|+066|+033|+041|+038|-023|-061|+000|+000|100|095|000|00.0|00.0
05|15:55:17|04:49|0000|084|4947|041.7|00448|12.4|10.8|+059|+037|+042|+039|-028|-065|+000|+000|100|092|000|00.0|00.0
06|16:11:05|04:56|0000|083|4924|032.4|00363|12.4|00.0|+062|+000|+044|+000|+000|-065|+000|+000|100|000|000|00.0|00.0
07|16:23:12|02:59|1116|042|5630|076.3|00819|12.4|10.3|+077|+037|+042|+039|-018|-062|+000|+000|100|089|000|00.0|00.0
08|16:37:26|05:19|0000|085|4907|045.5|00448|12.5|00.0|+082|+000|+043|+000|+000|-071|+000|+000|100|000|000|00.0|00.0
09|16:55:14|04:03|0000|086|5474|069.2|00744|12.5|10.6|+064|+032|+039|+037|-026|-064|+000|+000|100|094|000|00.0|00.0
10|17:25:06|05:53|1402|051|5868|031.6|00353|12.4|10.5|+056|+032|+039|+035|-023|-067|+000|+000|100|093|000|00.0|00.0
